,birthday,entry_year,department,marital_status,performance_rating,job_satisfaction,working_hours,salary,last_year_salary,num_companies_worked,attrition
1048,1987-2-24,2006,sales,single,high,low,9.0,8670510,7922615,3.0,no
1049,1991-8-11,2017,sales,married,high,high,7.8,9098154,8462611,8.0,no
1050,1979-1-8,2009,rnd,single,high,very high,7.8,6711588,6276031,1.0,no
1051,1977-5-18,2010,sales,married,high,high,6.93,6607744,6218467,,no
1052,1991-2-14,2020,rnd,,high,high,7.8,6015672,5623700,1.0,no
1053,1964-6-11,2008,rnd,married,very high,high,6.93,7758608,6902676,0.0,no
1054,1972-9-1,1992,rnd,,high,medium,9.0,3633120,3379646,3.0,no
1055,1987-12-6,2005,rnd,,high,low,7.2,6329016,5905034,7.0,no
1056,1993-9-8,2016,sales,married,high,high,6.93,7446400,6902484,,yes
1057,1992-11-22,2014,sales,single,high,medium,6.67,3890000,3680227,5.0,yes
1058,1987-3-24,2005,sales,single,very high,medium,7.2,3387744,3031809,0.0,yes
1059,1986-9-17,2020,sales,married,high,high,8.33,7529000,7048965,,no
1060,1997-12-25,2017,rnd,single,high,low,9.0,9826650,9275674,,yes
1061,1997-6-22,2020,sales,married,high,medium,7.8,7410546,6926391,1.0,no
1062,1977-12-20,2005,rnd,single,high,high,9.0,9138960,8355238,5.0,no
1063,1992-1-10,2011,sales,,high,high,8.67,7976800,7440350,1.0,no
1064,1991-8-18,2015,hr,,very high,high,8.1,4346541,3926059,,no
1065,1966-12-1,2017,rnd,married,high,high,8.67,3333980,3076478,0.0,no
1066,1988-2-1,2013,rnd,married,high,medium,6.93,6621264,6268949,8.0,no
1067,1974-1-9,2010,sales,married,high,high,6.93,6566768,6048975,3.0,no
1068,1993-1-13,2013,rnd,single,high,low,7.8,3344796,3165022,7.0,yes
1069,1993-4-26,2020,rnd,,high,high,7.5,6501375,6068111,1.0,no
1070,1993-6-7,2016,sales,single,high,low,7.8,5282316,4929832,0.0,no
1071,1972-2-6,2011,rnd,married,very high,low,6.67,3270600,2904102,,no
1072,1992-7-26,2017,rnd,married,high,medium,8.33,9512250,8930013,0.0,no
1073,1993-10-18,2013,rnd,married,high,medium,6.93,7919184,7400414,1.0,no
1074,1988-2-10,2007,rnd,single,high,high,7.5,6083325,5581544,2.0,no
1075,1989-7-12,2011,rnd,single,very high,very high,9.0,6673590,5921027,2.0,no
1076,1967-1-8,1995,rnd,,very high,very high,8.67,8988200,8157001,,no
1077,1992-11-29,2010,rnd,single,high,low,6.67,8182800,7658929,6.0,yes
1078,1977-3-27,1997,rnd,married,high,low,7.8,3072186,2881705,3.0,no
1079,1982-6-9,2012,rnd,single,high,medium,6.93,2509936,2292807,4.0,no
1080,1975-6-9,1998,sales,married,high,medium,8.67,5559840,5225904,8.0,no
1081,1986-7-31,2010,rnd,single,high,medium,6.67,7295400,6660032,1.0,no
1082,1998-9-18,2016,rnd,single,high,high,7.2,8215560,7663053,,no
1083,1981-12-8,2006,rnd,single,high,low,8.1,8210484,7641924,3.0,yes
1084,1987-8-18,2011,sales,married,high,high,7.5,5757525,5357332,1.0,no
1085,1990-12-30,2014,rnd,single,high,high,8.67,3628820,3416003,1.0,yes
1086,1971-4-30,1989,rnd,single,high,very high,6.67,6992400,6546578,,no
1087,1987-11-7,2009,sales,married,very high,high,6.67,4569600,4058980,0.0,no
1088,1979-11-20,2017,rnd,married,high,medium,6.67,5320000,4948837,4.0,no
1089,1984-4-6,2011,rnd,married,high,very high,8.67,4789980,4409850,1.0,no
1090,1992-10-22,2012,rnd,married,high,low,8.33,3841500,3591193,3.0,no
1091,1988-10-31,2016,rnd,single,high,medium,7.8,4194684,3926871,1.0,no
1092,1976-3-31,2013,rnd,married,very high,very high,7.5,8711550,7898050,4.0,no
1093,1979-9-28,1997,rnd,married,high,very high,8.1,3943890,3676943,2.0,no
1094,1981-10-14,2012,sales,married,high,low,6.67,3810400,3590652,0.0,no
1095,1988-11-18,2006,rnd,married,high,high,6.67,6290400,5929305,,no
1096,1981-6-12,2000,hr,single,very high,very high,8.1,3920319,3544271,1.0,no
1097,1997-7-12,2019,rnd,,high,low,6.93,4654416,4346265,0.0,no
1098,1981-9-13,2013,rnd,,high,very high,7.8,6522516,5962625,3.0,no
1099,1976-3-26,2011,rnd,,high,medium,8.33,6458500,6082595,1.0,no
1100,1986-3-23,2015,sales,married,very high,high,8.1,9307386,8345186,0.0,no
1101,1989-4-13,2009,rnd,married,high,medium,8.67,7083700,6652610,3.0,no
1102,1985-8-29,2014,sales,single,very high,very high,6.67,5745400,5178835,3.0,no
1103,1973-7-21,2003,sales,,high,high,8.1,9273609,8629824,8.0,no
1104,1992-7-19,2016,rnd,married,high,high,6.93,7516496,6864379,,no
1105,1988-12-18,2013,sales,married,high,low,8.67,4733300,4440660,2.0,no
1106,1991-6-18,2011,sales,married,high,low,9.0,7000830,6623301,1.0,yes
1107,1983-3-22,2011,hr,married,high,high,9.0,7424190,7011890,3.0,no
1108,1986-5-24,2018,rnd,single,high,low,7.2,6063768,5520043,1.0,no
1109,1991-9-27,2012,sales,married,high,medium,7.2,2807352,2646447,,no
1110,1986-3-28,2020,rnd,,high,low,6.67,5591600,5254769,1.0,yes
1111,1968-10-19,1987,rnd,married,high,very high,7.2,6708528,6205279,0.0,yes
1112,1983-3-29,2014,rnd,married,high,medium,8.67,8276840,7837174,4.0,yes
1113,1989-6-15,2012,rnd,married,high,low,8.67,6303960,5876722,4.0,no
1114,1973-1-7,2011,rnd,married,high,low,7.5,5924475,5573353,8.0,no
1115,1987-12-17,2020,rnd,single,high,very high,7.8,3100032,2902923,1.0,no
1116,1966-5-31,1985,sales,married,very high,very high,6.93,4818320,4358498,1.0,no
1117,1987-10-29,2012,rnd,married,high,very high,9.0,4996080,4586084,9.0,no
1118,1995-8-20,2020,rnd,married,very high,very high,8.67,9251580,8362632,1.0,no
1119,1983-5-4,2011,sales,married,high,medium,8.33,8089500,7663414,0.0,no
1120,1983-12-12,2013,sales,single,high,medium,8.1,8752617,8223052,2.0,no
1121,1985-4-28,2006,sales,single,high,high,8.1,6984063,6528381,6.0,no
1122,1992-8-18,2011,rnd,single,high,low,8.33,8639500,7895001,,no
1123,1986-1-19,2011,rnd,single,high,high,9.0,5542830,5113311,,no
1124,1982-9-4,2010,sales,married,high,high,9.0,4262220,4027421,2.0,no
1125,1992-10-21,2015,rnd,,high,very high,7.5,7623000,6943887,1.0,no
1126,1971-2-4,1994,sales,married,high,high,9.0,6137640,5680895,,no
1127,1998-2-15,2017,rnd,married,high,high,8.33,4449000,4111829,2.0,no
1128,1985-2-4,2012,rnd,married,high,low,6.67,6379800,5979754,3.0,no
1129,1979-6-7,1997,rnd,single,very high,very high,6.93,7558096,6801130,,no
1130,1986-10-19,2011,rnd,married,high,high,7.8,4114422,3779553,,no
1131,1987-3-26,2013,rnd,married,high,high,9.0,10050480,9371076,1.0,no
1132,1981-6-29,2016,sales,married,high,low,9.0,9167310,8524558,1.0,no
1133,1978-12-3,2013,rnd,,high,medium,6.67,6916800,6518518,5.0,no
1134,1986-2-8,2020,rnd,married,high,very high,8.1,6252633,5718522,1.0,no
1135,1975-5-15,1994,sales,single,high,low,6.67,4655000,4328621,,no
1136,1993-1-3,2020,rnd,married,high,medium,6.67,4076600,3742403,,yes
1137,1999-10-8,2017,rnd,married,high,high,7.2,7142688,6659848,1.0,no
1138,1971-4-16,1989,rnd,married,high,high,6.67,3189000,2959903,2.0,no
1139,1989-7-10,2015,rnd,married,high,very high,8.67,3847220,3536047,3.0,no
1140,1977-12-14,1998,rnd,,high,very high,9.0,3092040,2878726,0.0,no
1141,1991-2-23,2015,rnd,married,high,medium,6.93,4091984,3854181,1.0,no
1142,1976-5-5,2011,rnd,single,high,low,8.1,4666572,4347467,1.0,no
1143,1976-6-13,2011,sales,married,high,low,7.5,4483125,4159514,,no
1144,1990-9-30,2011,sales,single,high,low,8.1,5435910,5097918,7.0,no
1145,1985-6-28,2014,rnd,married,high,high,7.8,6889428,6472593,9.0,no
1146,1987-8-7,2012,rnd,,high,very high,6.67,3515000,3288119,1.0,no
1147,1972-9-20,2011,rnd,married,high,low,9.0,9340380,8702487,,no
1148,1982-2-7,2011,rnd,married,high,low,8.1,7607358,7114334,2.0,no
1149,1994-6-17,2014,rnd,,high,low,7.2,5596560,5283262,1.0,no
1150,1986-11-25,2005,rnd,married,high,low,7.8,4436640,4191440,1.0,no
1151,1993-9-28,2015,rnd,,very high,low,7.8,3810924,3435741,0.0,no
1152,2000-2-3,2018,rnd,single,high,very high,7.2,8425296,7704888,,no
1153,2003-5-5,2021,sales,single,high,very high,8.33,6961750,6961750,,yes
1154,1974-1-8,1994,hr,married,high,high,8.33,9573500,9047821,,no
1155,1982-12-24,2010,rnd,,high,high,6.93,6529952,6052977,0.0,no
1156,1981-4-13,2003,rnd,married,high,high,8.33,8099250,7599221,1.0,no
1157,1986-7-15,2006,rnd,married,high,high,6.93,4520880,4247350,1.0,no
1158,1984-11-10,2012,rnd,married,high,high,7.2,7461288,6848988,3.0,no
1159,1982-3-22,2011,rnd,single,high,high,6.93,6718192,6307569,0.0,no
1160,1976-10-29,2011,rnd,,high,very high,8.67,5969340,5431116,1.0,no
1161,1983-10-12,2011,rnd,married,high,high,7.2,4643784,4238576,3.0,no
1162,1986-9-1,2006,sales,married,high,low,7.5,5111775,4703943,,yes
1163,1984-5-20,2013,rnd,married,high,medium,8.67,7196800,6797770,1.0,no
1164,1981-8-11,2003,rnd,single,high,very high,8.67,8792680,8173154,6.0,no
1165,1977-12-1,2007,hr,married,high,very high,9.0,4235490,3999140,4.0,no
1166,1973-9-22,1998,rnd,married,very high,very high,8.33,8954500,7929950,2.0,no
1167,1986-4-28,2014,sales,,high,very high,7.8,5444244,5076218,6.0,yes
1168,1997-9-11,2015,rnd,single,high,very high,9.0,3210840,3014873,1.0,no
1169,1994-5-15,2016,rnd,married,high,high,8.67,8858460,8153958,7.0,no
1170,1994-5-12,2015,rnd,single,high,very high,7.2,7726104,7233502,2.0,no
1171,1981-5-17,2011,rnd,single,high,low,8.33,7065000,6572704,,yes
1172,1992-1-24,2013,sales,single,high,high,7.5,3697425,3494070,9.0,no
1173,1985-12-24,2012,rnd,married,high,low,7.5,3796650,3577357,4.0,no
1174,1996-12-15,2014,rnd,,high,high,7.5,7025850,6456395,1.0,no
1175,1982-6-12,2014,rnd,married,very high,medium,7.8,6367608,5748495,4.0,no
1176,1972-11-29,1994,rnd,married,high,medium,8.67,7495280,6915102,3.0,no
1177,1971-4-18,2002,rnd,,high,low,8.33,5122250,4762668,5.0,no
1178,2001-2-9,2019,sales,single,high,high,7.5,2700675,2457840,1.0,no
1179,1987-5-20,2010,rnd,,high,medium,7.5,5868225,5521995,1.0,no
1180,1985-10-29,2006,rnd,single,high,medium,8.67,8229520,7765163,,no
1181,1972-1-23,1991,rnd,married,high,high,7.5,3584925,3268829,2.0,no
1182,1985-3-6,2017,rnd,married,high,high,6.67,2725600,2527916,0.0,no
1183,1985-5-21,2008,rnd,,very high,low,7.5,7073325,6402937,,no
1184,1967-11-5,1985,rnd,married,very high,high,8.1,8975448,7974631,,no
1185,1978-1-17,2007,rnd,married,very high,high,6.67,5128800,4560149,1.0,no
1186,1986-3-14,2008,sales,single,very high,very high,7.2,2944512,2621071,,yes
1187,1983-12-10,2002,rnd,married,high,very high,9.0,9591210,8919566,7.0,no
1188,1992-4-21,2011,sales,,high,medium,8.33,4136250,3878340,1.0,no
1189,1988-2-24,2015,sales,,high,very high,7.2,8050104,7498932,1.0,no
1190,1989-11-11,2011,rnd,,high,medium,6.67,3509000,3293907,0.0,no
1191,1990-2-25,2011,sales,married,high,very high,8.67,7219680,6824539,1.0,no
1192,1972-2-25,2004,rnd,,high,low,7.8,6950034,6425103,4.0,no
1193,1983-7-31,2017,rnd,single,very high,medium,6.93,3651024,3280050,1.0,no
1194,1974-8-15,1992,sales,,high,medium,8.67,5105360,4770472,,no
1195,1972-11-18,1998,rnd,single,high,high,8.1,3729078,3470846,4.0,no
1196,1980-7-12,2000,sales,single,high,high,6.67,6419200,5916858,3.0,no
1197,2001-6-20,2019,sales,single,high,low,7.5,4813425,4541823,1.0,no
1198,1988-7-30,2014,sales,,very high,very high,8.33,3412000,3022946,1.0,no
1199,1985-4-16,2011,rnd,married,high,high,6.93,6457568,6031164,6.0,no
1200,1977-2-10,2013,hr,,high,very high,7.8,4152096,3796028,4.0,no
1201,1998-12-23,2016,rnd,single,high,high,6.67,7282600,6902284,1.0,yes
1202,1983-8-18,2014,rnd,married,high,high,7.8,7964892,7273209,7.0,no
1203,1968-5-1,2010,rnd,married,high,very high,8.33,4819750,4476825,3.0,no
1204,1973-7-8,2002,sales,married,high,high,8.33,9337250,8830385,2.0,yes
1205,1989-6-5,2020,rnd,single,high,medium,6.67,7421200,6975467,1.0,yes
1206,1995-6-15,2014,rnd,single,very high,very high,7.5,6801750,6164355,1.0,no
1207,1966-2-1,2013,rnd,,high,medium,6.67,7329400,6900207,,no
1208,1987-7-23,2006,rnd,married,high,very high,6.67,4679200,4367369,1.0,no
1209,1961-10-11,2002,rnd,,very high,very high,7.5,8130600,7358009,3.0,no
1210,1988-10-30,2007,rnd,married,high,medium,7.8,7405866,6781307,1.0,no
1211,1984-2-18,2015,sales,,high,very high,7.5,2745675,2560547,1.0,no
1212,1987-1-26,2011,rnd,married,high,very high,8.33,3570000,3365384,1.0,no
1213,1998-8-15,2018,sales,,very high,very high,6.93,8030256,7240988,1.0,yes
1214,1977-8-17,2012,rnd,married,high,very high,6.93,7908992,7199810,1.0,no
1215,1986-12-27,2015,rnd,single,high,very high,8.67,8447400,7886658,,no
1216,1978-8-25,2011,sales,married,high,very high,7.5,6632100,6110281,1.0,no
1217,1997-4-1,2016,rnd,married,high,high,9.0,6889050,6358731,1.0,no
1218,1980-1-19,2011,sales,single,high,high,9.0,3703860,3483363,1.0,no
1219,1992-5-16,2012,rnd,married,high,high,8.67,4290520,3949300,9.0,no
1220,1985-5-9,2004,sales,single,high,very high,7.2,4328208,4008342,3.0,no
1221,1976-10-30,1996,rnd,married,very high,high,8.67,7450300,6677092,3.0,no
1222,1997-12-2,2020,hr,married,high,high,6.67,4585000,4336927,1.0,yes
1223,1974-2-6,1996,sales,married,high,high,7.2,6982200,6588845,7.0,yes
1224,1995-9-1,2018,rnd,married,high,high,6.67,4854600,4507102,,no
1225,1976-9-25,2000,rnd,single,high,medium,8.1,4429161,4185561,1.0,no
1226,1989-9-21,2011,rnd,married,high,high,6.67,4295400,4025679,6.0,no
1227,1990-9-11,2015,rnd,married,high,high,7.2,6013224,5612492,1.0,no
1228,1980-4-2,2011,hr,married,high,medium,7.5,5492025,4993203,6.0,no
1229,1981-6-14,2003,rnd,married,high,low,6.67,7232800,6684658,2.0,no
1230,1997-4-6,2015,rnd,,high,low,9.0,9737550,9104768,1.0,no
1231,1975-3-6,2002,rnd,single,high,medium,8.33,3281250,3063439,6.0,no
1232,1986-2-18,2004,rnd,married,high,high,6.67,3859600,3570067,2.0,no
1233,1991-9-23,2011,rnd,married,high,very high,7.5,3045375,2872453,1.0,no
1234,1974-3-13,2017,sales,married,high,medium,9.0,9364140,8848284,7.0,no
1235,1975-11-1,2008,sales,,high,very high,8.1,7200090,6781022,4.0,no
1236,1985-8-30,2005,sales,,high,low,7.5,8645850,8085523,5.0,yes
1237,1989-6-7,2011,sales,single,high,medium,8.33,3561500,3305643,6.0,yes
1238,1998-9-21,2018,rnd,single,high,medium,8.1,4937274,4615137,,no
1239,1990-1-12,2012,rnd,single,very high,very high,9.0,3172230,2881487,2.0,no
1240,1982-10-7,2012,rnd,married,high,very high,7.5,6786450,6287825,1.0,no
1241,1989-5-19,2011,sales,married,high,high,8.33,8193500,7665356,,no
1242,1981-12-29,2000,sales,single,high,medium,6.67,7146200,6654437,1.0,no
1243,1976-9-1,2012,hr,married,very high,high,8.67,5901220,5320248,4.0,no
1244,1991-1-17,2011,rnd,single,high,low,9.0,8566830,7904438,0.0,no
1245,1997-3-12,2018,hr,married,high,very high,8.67,6085300,5670766,0.0,no
1246,1991-6-26,2015,hr,,high,very high,9.0,7057260,6684910,6.0,yes
1247,1990-11-3,2015,sales,married,high,high,8.1,5177358,4727317,1.0,no
1248,1994-8-14,2015,rnd,single,high,very high,7.2,5797008,5470939,,no
1249,1992-10-2,2019,sales,single,high,medium,9.0,5674050,5312283,1.0,yes
1250,1992-9-3,2011,rnd,single,high,high,8.1,6962922,6544099,,no
1251,1991-5-26,2009,sales,,high,low,7.2,8010144,7575320,2.0,no
1252,1987-8-16,2015,rnd,married,high,very high,7.2,8170632,7631825,0.0,no
1253,1988-2-6,2008,sales,single,high,medium,6.93,5098704,4740334,8.0,no
1254,1972-12-21,2013,sales,single,high,very high,6.67,6412400,6030092,,no
1255,1988-10-25,2010,sales,single,very high,low,8.33,7644000,6935220,2.0,yes
1256,1983-12-5,2012,rnd,married,high,medium,8.67,7876960,7354771,,no
1257,1990-2-16,2011,sales,married,high,high,7.8,6611436,6193382,,yes
1258,1992-5-15,2020,rnd,,high,low,7.8,8303490,7794508,1.0,no
1259,1991-12-4,2011,rnd,married,high,high,7.8,5545098,5120600,3.0,no
1260,1989-11-16,2009,rnd,single,high,medium,7.2,5427000,5065807,2.0,no
1261,1983-7-6,2006,rnd,married,high,very high,6.67,4762200,4393173,3.0,no
1262,1978-2-12,2015,rnd,married,high,high,9.0,3978720,3678550,9.0,yes
1263,1979-11-11,2014,rnd,,very high,medium,6.67,4388800,3945698,8.0,no
1264,1966-5-23,1987,rnd,married,high,low,6.67,4909600,4631261,,no
1265,1988-11-23,2010,rnd,,high,medium,6.93,7536880,7008443,5.0,no
1266,1980-5-28,2016,rnd,,very high,low,8.1,8899632,8075891,,no
1267,1987-9-4,2006,sales,,high,high,7.8,8284302,7725011,,no
1268,1968-11-19,1994,rnd,married,very high,high,9.0,6592590,5976962,4.0,no
1269,1978-4-21,2011,hr,single,high,very high,6.67,7573200,7100984,0.0,no
1270,1987-6-19,2015,sales,single,high,very high,6.93,2502656,2353226,5.0,no
1271,2000-2-14,2020,sales,single,high,medium,8.67,2992080,2798167,1.0,yes
1272,1983-4-16,2016,rnd,married,high,high,6.67,3233800,3053923,1.0,no
1273,1999-5-20,2020,rnd,married,high,low,6.67,6142000,5659786,1.0,yes
1274,1990-11-29,2008,sales,married,high,very high,7.5,8016075,7474892,1.0,no
1275,1970-12-3,2006,rnd,married,high,high,8.67,5280600,5002936,,no
1276,1984-8-16,2016,sales,married,high,medium,9.0,5101110,4762051,1.0,no
1277,1975-10-4,1997,rnd,,high,very high,8.67,4532580,4158711,7.0,no
1278,1985-2-2,2006,rnd,married,high,low,9.0,9617940,9024997,7.0,no
1279,1977-1-13,2015,rnd,,high,medium,7.8,9453366,8897285,1.0,yes
1280,1984-4-26,2002,hr,,high,medium,7.8,8554806,8009368,2.0,no
1281,1986-9-30,2011,sales,single,high,very high,6.67,6798400,6217101,1.0,yes
1282,1988-11-7,2007,rnd,married,high,low,7.2,7721352,7033477,,no
1283,1993-12-10,2016,rnd,married,high,very high,6.93,6737952,6386684,1.0,no
1284,1982-7-13,2012,rnd,single,very high,high,6.93,5528016,4995496,7.0,no
1285,1975-7-31,2015,sales,single,high,medium,7.5,8690400,8064587,8.0,no
1286,1981-8-17,2014,rnd,married,high,low,8.33,9803000,9031693,4.0,no
1287,1979-10-29,2011,rnd,married,high,low,8.1,9365463,8578002,5.0,no
1288,1986-10-24,2006,rnd,,high,very high,6.93,7423728,6936766,2.0,no
1289,1983-4-20,2008,hr,,high,medium,8.1,9794115,9192899,5.0,no
1290,1987-4-22,2010,rnd,married,high,low,8.67,9761180,8979926,4.0,yes
1291,1984-7-22,2011,rnd,single,high,low,9.0,6469470,6014195,,yes
1292,1982-1-12,2014,sales,,high,very high,7.5,7574850,6931597,2.0,no
1293,1978-8-13,2014,rnd,single,high,high,7.8,5095350,4769140,4.0,no
1294,1980-10-15,2010,rnd,single,high,medium,8.1,8095302,7608366,,no
1295,1980-11-13,1998,sales,,high,high,6.67,6455200,6055534,0.0,no
1296,1991-7-22,2012,rnd,single,high,high,7.5,5982525,5586967,9.0,no
1297,1995-6-21,2015,hr,married,high,medium,8.1,6892452,6530035,,yes
1298,1975-6-28,2008,rnd,married,very high,medium,7.8,6271200,5633489,4.0,yes
1299,1981-9-26,2009,rnd,,high,very high,8.67,5489120,5042829,4.0,no
1300,1987-9-15,2011,sales,married,very high,high,8.33,9315000,8428338,1.0,no
1301,1963-10-24,1984,sales,,very high,medium,6.93,4255888,3817967,4.0,no
1302,1986-10-25,2015,rnd,married,high,high,6.93,7420608,6869025,0.0,no
1303,1974-10-8,1993,rnd,,high,medium,8.67,9758580,9182817,8.0,no
1304,1981-8-16,2006,rnd,,high,low,8.33,4851250,4561589,2.0,no
1305,1967-1-26,2007,rnd,married,high,very high,9.0,7486020,6935352,4.0,no
1306,1990-11-5,2012,sales,married,high,low,7.8,6276582,5846294,,no
1307,1993-4-18,2018,rnd,married,very high,low,7.5,5920875,5244353,1.0,no
1308,1983-8-19,2001,sales,married,very high,very high,8.33,7793250,7073840,2.0,no
1309,1995-4-28,2016,sales,single,high,very high,8.1,4432806,4146296,1.0,no
1310,1963-7-10,1998,rnd,married,high,high,7.8,8252946,7710151,2.0,no
1311,2003-9-18,2021,rnd,single,high,high,6.93,2923024,2923024,1.0,no
1312,1990-3-4,2019,hr,married,high,low,9.0,9436230,8675397,0.0,yes
1313,1992-10-1,2017,hr,,high,low,9.0,6218100,5762301,4.0,yes
1314,1976-7-18,2011,sales,married,very high,high,7.5,6184575,5560168,4.0,no
1315,1985-5-15,2006,rnd,married,very high,medium,8.33,7255500,6517696,4.0,no
1316,1978-1-3,2014,sales,married,very high,very high,7.2,7983360,7240486,1.0,no
1317,1994-12-2,2015,rnd,single,high,very high,6.93,4359264,4060039,0.0,no
1318,1992-1-23,2010,rnd,married,high,very high,6.67,3179600,2984418,1.0,no
1319,1989-5-17,2017,sales,single,high,very high,8.33,7710500,7237867,8.0,no
1320,1979-6-16,2011,rnd,married,very high,high,8.67,3832920,3449352,3.0,no
1321,1974-5-15,2014,rnd,single,high,high,8.33,6415750,6048029,,no
1322,1975-3-28,2009,rnd,,high,very high,8.67,8327280,7750632,3.0,no
1323,1993-7-11,2018,hr,,high,very high,8.67,4354220,4046296,1.0,no
1324,1992-10-9,2010,rnd,,high,high,6.93,7720752,7083908,8.0,no
1325,1979-9-30,2013,rnd,single,high,high,8.1,7932978,7436934,4.0,no
1326,1989-9-2,2014,sales,single,high,medium,7.2,6869880,6475520,7.0,yes
1327,1975-3-7,1996,sales,,high,low,9.0,4953150,4655653,,no
1328,1994-5-18,2012,sales,married,very high,high,6.93,2884336,2602486,1.0,no
1329,1992-3-10,2020,hr,married,high,medium,8.67,9244300,8741654,1.0,no
1330,1978-6-29,2000,rnd,married,high,high,9.0,8497980,7958400,7.0,no
1331,1973-7-9,1992,rnd,married,high,medium,6.67,7080600,6657201,4.0,no
1332,1992-1-11,2020,rnd,single,very high,very high,8.67,7818200,6973686,,yes
1333,1975-7-24,2007,sales,married,very high,medium,7.5,5680125,5117229,5.0,yes
1334,1994-12-14,2013,rnd,married,high,low,8.33,7479250,6799936,0.0,no
1335,1982-3-4,2014,rnd,,high,very high,7.8,3809520,3549352,8.0,no
1336,1966-10-6,2002,rnd,married,very high,very high,7.8,9319986,8465019,8.0,no
1337,1993-10-7,2020,sales,married,high,medium,8.33,7675750,6988119,,no
1338,1991-4-8,2020,sales,single,high,very high,6.67,7109200,6672798,1.0,yes
1339,1999-5-1,2020,rnd,single,very high,medium,8.1,7186239,6443901,1.0,yes
1340,1985-4-3,2011,sales,married,high,high,7.2,5543424,5198747,1.0,no
1341,1990-9-8,2011,rnd,,high,high,7.8,8141562,7700332,1.0,no
1342,1987-1-27,2012,sales,married,high,very high,9.0,6870420,6425156,2.0,no
1343,1992-6-9,2010,rnd,single,high,low,9.0,6294780,5863245,3.0,no
1344,1984-7-4,2005,rnd,married,very high,low,8.1,7682445,6898127,5.0,no
1345,1986-1-28,2017,rnd,married,high,medium,9.0,4765230,4507832,0.0,no
1346,1976-2-5,2011,rnd,married,high,very high,7.5,8473050,7943236,0.0,no
1347,1985-12-27,2011,hr,single,very high,very high,8.67,9560720,8637383,1.0,no
1348,1981-5-8,1999,rnd,,high,low,7.2,8536968,8054503,2.0,no
1349,1995-6-8,2020,rnd,married,high,high,8.33,9167000,8605895,,no
1350,1994-2-3,2012,sales,single,high,high,6.67,6985000,6501908,0.0,no
1351,1973-6-12,1997,rnd,,high,very high,8.33,5908250,5584885,3.0,no
1352,1977-10-3,2011,rnd,married,high,low,7.2,6769656,6284493,2.0,no
1353,1987-6-6,2016,rnd,married,very high,low,9.0,9135450,8166860,1.0,yes
1354,1965-2-23,2016,rnd,single,high,very high,6.93,8238880,7611677,,yes
1355,1985-12-2,2009,sales,married,high,medium,8.1,3140289,2895876,2.0,no
1356,1980-6-17,2007,sales,married,very high,medium,8.1,5060232,4560821,5.0,no
1357,1979-3-2,2003,rnd,married,high,low,6.67,6546200,6134570,9.0,no
1358,1990-7-30,2013,sales,,high,very high,8.67,8713120,8247936,2.0,no
1359,1987-4-8,2012,sales,married,high,very high,7.2,6294024,5921000,3.0,no
1360,1990-6-12,2017,rnd,,high,high,9.0,6576660,6177587,8.0,no
1361,1995-10-4,2013,rnd,married,high,very high,7.5,5265000,4825405,0.0,no
1362,1976-5-13,2009,rnd,single,high,high,8.33,4172250,3924607,4.0,no
1363,1988-9-23,2011,sales,single,high,high,8.1,4095279,3815951,,no
1364,1993-10-30,2014,sales,married,high,very high,8.67,4190940,3939964,1.0,no
1365,1992-9-23,2020,sales,single,high,low,8.67,4828980,4447803,1.0,yes
1366,1982-12-17,2011,sales,married,high,high,8.33,3407000,3101219,6.0,no
1367,1994-12-8,2015,rnd,married,high,medium,6.67,3463400,3268900,,no
1368,1987-4-3,2005,rnd,married,high,very high,7.2,7244208,6733161,1.0,no
1369,1993-7-28,2015,sales,single,high,high,7.5,7680150,7271492,,yes
1370,1974-3-8,2005,rnd,married,high,medium,8.1,6437313,5879361,8.0,no
1371,1965-6-5,2015,sales,married,high,low,6.93,7372352,6820568,,no
1372,1982-4-8,2011,rnd,married,very high,low,7.8,7969572,7057090,,no
1373,1983-8-12,2001,rnd,,high,medium,7.2,5161536,4768162,1.0,no
1374,1963-1-25,1992,sales,married,high,very high,8.33,7175250,6729741,4.0,no
1375,1989-5-20,2013,rnd,single,high,high,7.8,4326426,4026829,3.0,yes
1376,1983-6-22,2011,rnd,,high,very high,7.5,6167025,5620693,2.0,no
1377,1972-2-8,1993,rnd,married,high,very high,6.93,3340480,3099925,3.0,no
1378,1979-7-1,2007,sales,,high,very high,8.1,7713306,7264368,3.0,no
1379,1994-5-16,2020,hr,married,high,medium,8.1,5801139,5457327,1.0,yes
1380,1986-12-6,2015,sales,married,high,low,9.0,7444170,6887648,0.0,no
1381,1993-4-2,2016,rnd,single,high,high,7.8,4562298,4255875,1.0,no
1382,1990-4-1,2017,rnd,,high,low,8.33,4553000,4255935,,no
1383,1985-7-18,2016,rnd,married,very high,medium,6.67,5318200,4785566,1.0,no
1384,1987-2-9,2007,sales,single,very high,very high,7.5,3029625,2733578,1.0,no
1385,1987-5-2,2012,sales,,high,high,8.67,4216940,3863081,1.0,no
1386,1995-11-25,2013,rnd,single,high,low,6.93,7762560,7262194,0.0,no
1387,1992-9-1,2015,rnd,married,high,low,7.8,8410428,7929129,0.0,no
1388,1989-11-3,2012,rnd,,high,very high,6.93,2961088,2704683,5.0,no
1389,1990-4-30,2011,rnd,married,very high,low,7.8,4335552,3915426,1.0,no
